IATA,ICAO,Airport Name,Country Code
MBJ,MKJS,Sangster International Airport,JM
MBK,SWXM,Matupa,BR
MBL,KMBL,Blacker Airport,US
MBO,RPUM,Mamburao,PH
MBP,SPBB,Moyobamba,PE
MBQ,HUMA,Mbarara,UG
MBS,KMBS,MBS International Airport,US
MBT,RPVJ,Masbate Airport,PH
MBU,AGGI,Mbambanakira,SB
MBV,AYSX,Masa,PG
MBW,YMMB,Moorabbin,AU
MBX,LJMB,Maribor International Airport,SI
MBY,KMBY,Moberly,US
MBZ,SWMW,Maues,BR
MCA,GUMA,Macenta,GN
MCB,KMCB,Pike County,US
MCC,KMCC,Mcclellan AFB,US
MCD,KMCD,Mackinac Island,US
MCE,KMCE,Merced Municipal Airport,US
MCF,KMCF,Mac Dill AFB,US
MCG,PAMC,McGrath Airport,US
MCH,SEMH,Machala,EC
MCI,KMCI,Kansas City International Airport,US
MCJ,SKLM,Maicao,CO
MCK,KMCK,Mc Cook Airport,US
MCL,PAIN,Mt Mckinley,US
MCN,KMCN,Lewis B Wilson,US
MCO,KMCO,Orlando International Airport,US
MCP,SBMQ,Macapa International Airport,BR
MCQ,LHMC,Miskolc,HU
MCS,SARM,Monte Caseros,AR
MCT,OOMS,Muscat International Airport,OM
MCU,LFBK,Gueret (Lepaud),FR
MCV,YMHU,Mcarthur River Airport,AU
MCW,KMCW,Mason City Airport,US
MCX,URML,Makhachkala Airport,RU
MCY,YBSU,Sunshine Coast Airport,AU
MCZ,SBMO,Maceio-Zumbi dos Palmares International Airport,BR
MDA,KMDA,Martindale Army Heliport,US
MDC,WAMM,Sam Ratulangi International Airport,ID
MDD,KMDD,Airpark,US
MDE,SKRG,Jose Maria Cordova International Airport,CO
MDF,KMDZ,Medford,US
MDG,ZYMD,Mudanjiang Airport,CN
MDH,KMDH,Southern Illinois,US
MDI,DNMK,Makurdi,NG
MDJ,KS33,City-county,US
MDK,FZEA,Mbandaka,CD
MDL,VYMD,Mandalay International Airport,MM
MDM,AYDK,Munduku,PG
MDN,KIMS,Jefferson Proving Grd,US
MDO,PAMD,Intermediate,US
MDP,WAKD,Mindiptana,ID
MDQ,SAZM,Mar Del Plata Airport,AR
MDS,MBMC,Middle Caicos,TC
MDT,KMDT,Harrisburg International Airport,US
MDU,AYMN,Mendi Airport,PG
MDW,KMDW,Chicago Midway International Airport,US
MDX,SATM,Mercedes,AR
MDY,PMDY,Sand Island Field,UM
MDZ,SAME,El Plumerillo International Airport,AR
MEA,SBME,Macae,BR
MEB,YMEN,Essendon Airport,AU
MEC,SEMT,Manta Airport,EC
MED,OEMA,Prince Mohammad Bin Abdulaziz International Airport,SA
MEE,NWWR,Mare Airport,NC
MEG,FNMA,Malange,AO
MEH,ENMH,Mehamn Airport,NO
MEI,KMEI,Key Field,US
MEJ,KGKJ,Meadville,US
MEK,GMFM,Meknes,MA
MEL,YMML,Tullamarine Airport,AU
MEM,KMEM,Memphis International Airport,US
MEN,LFNB,Brenoux,FR
MEO,KMQI,Dare County Regional,US
MEP,WMAU,Mersing,MY
MEQ,WITC,Seunagan,ID
MER,KMER,Castle AFB,US
MES,WIMK,Polonia,ID
MET,YMOT,Moreton,AU
MEU,SBMD,Monte Dourado,BR
MEV,KMEV,Douglas County,US
MEW,FZVM,Mweka,CD
MEX,MMMX,Benito Juarez International Airport,MX
MEY,VNMG,Meghauli,NP
MEZ,FAMH,Messina,ZA
MFA,HTMA,Mafia,TZ
MFC,FXMF,Mafeteng,LS
MFD,KMFD,Lahm Municipal,US
MFE,KMFE,McAllen International Airport,US
MFF,FOOD,Moanda,GA
MFG,OPMF,Muzaffarabad,PK
MFH,67L,Mesquite,US
MFI,KMFI,Municipal,US
MFJ,NFMO,Moala,FJ
MFK,RCMT,Matsu Beigan Airport,TW
MFL,YWDV,Mount Full Stop,AU
MFM,VMMC,Macau International Airport,MO
MFN,NZMF,Milford Sound,NZ
MFO,AYNG,Manguna,PG
MFP,YMCR,Manners Creek,AU
MFQ,DRRM,Maradi,NE
MFR,KMFR,Rogue Valley International-Medford Airport,US
MFS,SKMF,Miraflores,CO
MFU,FLMF,Mfuwe,ZM
MFV,KMFV,Accomack County,US
MFX,LFKX,Meribel,FR
MFZ,AYES,Mesalia,PG
MGA,MNMG,Augusto C Sandino International Airport,NI
MGB,YMTG,Mount Gambier Airport,AU
MGC,KMGC,Michigan City Airport,US
MGD,SLMG,Magdalena,BO
MGE,KMGE,Dobbins AFB,US
MGF,SBMG,Regional De Maringa,BR
MGH,FAMG,Margate Airport,ZA
MGJ,KMGJ,Orange County,US
MGK,VYMT,Mong Ton,MM
MGL,EDLN,Moenchen-gl. - Dus Exp,DE
MGM,KMGM,Montgomery Regional Airport,US
MGN,SKMG,Baracoa,CO
MGQ,HCMM,Mogadishu International Airport,SO
MGR,KMGR,Moultrie Municipal,US
MGS,NCMG,Mangaia Island,CK
MGT,YMGB,Milingimbi,AU
MGU,VYMN,Manaung,MM
MGV,YMGR,Margaret River,AU
MGW,KMGW,Morgantown Airport,US
MGX,FOGI,Moabi,GA
MGY,KMGY,Dayton-Wright Brothers Airport,US
MGZ,VYME,Myeik Airport,MM
MHA,SYMD,Mahdia,GY
MHC,SCPQ,Mocopulli Airport,CL
MHD,OIMM,Mashhad International Airport,IR
MHE,KMHE,Municipal,US
MHG,EDFM,Mannheim Airport,DE
MHH,MYAM,Marsh Harbour International Airport,BS
MHI,HDMO,Musha,DJ
MHK,KMHK,Manhattan Municipal Airport,US
MHL,KMHL,Memorial Municipal,US
MHO,YMHO,Mount House,AU
MHP,UMMM,Minsk International 1,BY
MHQ,EFMA,Mariehamn Airport,AX
MHR,KMHR,Sacramento Mather Airport,US
MHS,KMHS,Rep,US
MHT,KMHT,Manchester Boston Regional Airport,US
MHU,YHOT,Mount Hotham,AU
MHV,KMHV,Kern County,US
MHW,SLAG,Monteagudo,BO
MHX,NCMH,Manihiki Island,CK
MHY,AYEH,Morehead,PG
MHZ,EGUN,Mildenhall Airport,GB
MIA,KMIA,Miami International Airport,US
MIB,KMIB,Minot AFB,US
MID,MMMD,Manuel Crescencio Rejon International Airport,MX
MIE,KMIE,Delaware County,US
MIF,E01,Roy Hurd Memorial,US
MIG,ZUMY,Mianyang Nanjiao Airport,CN
MIH,YMIP,Mitchell Plateau,AU
MII,SBML,Dr Gastao Vidigal Airport,BR
MIJ,MLIP,Mili Island,MH
MIK,EFMI,Mikkeli,FI
MIM,YMER,Merimbula Airport,AU
MIN,YMPA,Minnipa,AU
MIP,LLRM,Mitspeh Ramon,IL
MIR,DTMB,Habib Bourguiba International Airport,TN
MIS,AYMS,Misima Island,PG
MIT,KMIT,Kern County,US
MIU,DNMA,Maiduguri,NG
MIV,KMIV,Millville,US
MIY,YMTA,Mittiebah,AU
MJA,FMSJ,Manja,MG
MJC,DIMN,Man,CI
MJD,OPMJ,Mohenjodaro,PK
MJF,ENMS,Kjaerstad Airport,NO
MJI,HLLM,Mitiga Tripoli Airport,LY
MJK,YSHK,Shark Bay,AU
MJL,FOGM,Mouila,GA
MJM,FZWA,Mbuji-Mayi,CD
MJN,FMNM,Amborovy,MG
MJO,FYME,Mount Etjo Lodge,NA
MJP,YMJM,Manjimup,AU
MJR,SAEM,Miramar,AR
MJT,LGMT,Mytilene International Airport,GR
MJU,WAWJ,Tampa Padang Airport,ID
MJV,LELC,Murcia-San Javier Airport,ES
MJW,FVMH,Mahenye,ZW
MJX,KMJX,Robert J. Miller,US
MJZ,UERR,Mirnyj Airport,RU
MKA,LKMR,Marianske Lazne,CZ
MKB,FOOE,Mekambo,GA
MKC,KMKC,Charles B. Wheeler Downtown Airport,US
MKE,KMKE,General Mitchell International Airport,US
MKG,KMKG,Muskegon Airport,US
MKH,FXMK,Mokhotlong,LS
MKI,FEGE,Mboki,CF
MKJ,FCOM,Makoua,CG
MKK,PHMK,Molokai Airport,US
MKL,KMKL,Mckellar Airport,US
MKM,WBGK,Mukah Airport,MY
MKN,AYMV,Malekolon,PG
MKP,NTGM,Makemo,PF
MKQ,WAKK,Mopah Airport,ID
MKR,YMEK,Meekatharra,AU
MKS,HAMA,Mekane Selam,ET
MKU,FOOK,Makokou,GA
MKV,YMVG,Mt Cavenagh,AU
MKW,WAUU,Rendani Airport,ID
MKY,YBMK,Mackay Airport,AU
MKZ,WMKM,Malacca International Airport,MY
MLA,LMML,Malta International Airport,MT
MLB,KMLB,Orlando Melbourne International Airport,US
MLC,KMLC,Mc Alester,US
MLE,VRMM,Male International Airport,MV
MLG,WARA,Abdul Rachman Saleh Airport,ID
MLI,KMLI,Quad City International Airport,US
MLK,M75,Malta,US
MLL,PADM,Marshall Don Hunter Sr. Airport,US
MLM,MMMM,Morelia Airport,MX
MLN,GEML,Melilla Airport,ES
MLO,LGML,Milos Airport,GR
MLP,RPMM,Malabang,PH
MLQ,AYMP,Malalaua,PG
MLR,YMCT,Millicent,AU
MLS,KMLS,Municipal,US
MLU,KMLU,Monroe Regional Airport,US
MLV,YMEU,Merluna,AU
MLW,GLMR,Sprigg Payne,LR
MLX,LTAT,Malatya Airport,TR
MLY,PAML,Manley Hot Springs,US
MLZ,SUMO,Cerro Largo,UY
MMB,RJCM,Memanbetsu Airport,JP
MMC,MMDM,Ciudad Mante,MX
MMD,ROMD,Maridor,JP
MME,EGNV,Durham Tees Valley Airport,GB
MMF,FKKF,Mamfe,CM
MMG,YMOG,Mount Magnet,AU
MMH,KMMH,Mammoth Lakes Airport,US
MMI,KMMI,McMinn County,US
MMJ,RJAF,Matsumoto Airport,JP
MMK,ULMM,Murmansk Airport,RU
MML,KMML,Municipal-Ryan Field,US
MMM,YMMU,Middlemount,AU
MMO,GVMA,Vila Do Maio,CV
MMQ,FLBA,Mbala,ZM
MMS,KMMS,Selfs,US
MMT,KMMT,Mc Entire ANG Base,US
MMU,KMMU,Morristown Municipal Airport,US
MMV,AYMM,Mal,PG
MMX,ESMS,Malmo Airport,SE
MMY,ROMY,Miyako Airport,JP
MMZ,OAMN,Maimana,AF
MNA,WAMN,Melangguane,ID
MNB,FZAG,Moanda,CD
MNC,FQNC,Nacala,MZ
MNE,YMUG,Mungeranie,AU
MNF,NFMA,Mana Island Airstrip,FJ
MNG,YMGD,Maningrida Airport,AU
MNH,OOMN,Minneriya,LK
MNI,TRPM,Bramble Airport,MS
MNJ,FMSM,Mananjary,MG
MNK,NGMA,Maiana,KI
MNL,RPLL,Ninoy Aquino International Airport,PH
MNM,KMNM,Menominee,US
MNN,KMNN,Municipal,US
MNO,FZRA,Manono,CD
MNQ,YMTO,Monto,AU
MNR,FLMG,Mongu,ZM
MNS,FLMA,Mansa,ZM
MNU,VYMM,Maulmyine,MM
MNW,YMDS,Macdonald Downs,AU
MNX,SBMY,Manicore,BR
MNY,AGGO,Mono,SB
MNZ,KHEF,Manassas Regional Airport/Harry P. Davis Field,US
MOA,MUMO,Orestes Acosta,CU
MOB,KMOB,Mobile Regional Airport,US
MOC,SBMK,Montes Claros Airport,BR
MOD,KMOD,Modesto Municipal Airport,US
MOE,VYMO,Momeik,MM
MOF,WATC,Wai Oti Airport,ID
MOG,VYMS,Mong Hsat,MM
MOI,NCMR,Mitiaro Island,CK
MOJ,SMMO,Moengo,SR
MOK,UTMN,Muynak Airport,UZ
MOL,ENML,Molde Airport Aro,NO
MOM,GQNL,Moudjeria,MR
MON,NZMC,Mount Cook Airport,NZ
MOO,YOOM,Moomba,AU
MOQ,FMMV,Morondava Airport,MG
MOT,KMOT,Minot International Airport,US
MOU,PAMO,Mountain Village Airport,US
MOV,YMRB,Moranbah Airport,AU
MOZ,NTTM,Temae Airport,PF
MPA,FYKM,Mpacha,NA
MPB,X44,Miami Sea Plane Base,US
MPC,WIPU,Muko-Muko,ID
MPD,OPMP,Mirpur Khas,PK
MPF,AYPO,Mapoda,PG
MPG,AYMJ,Makini,PG
MPH,RPVE,Boracay Airport,PH
MPL,LFMT,Montpellier Mediterranee Airport,FR
MPM,FQMA,Maputo International Airport,MZ
MPN,EGYP,Mount Pleasant,FK
MPO,KMPO,Mt Pocono,US
MPT,WPMN,Maliana,TL
MPU,AYMZ,Mapua,PG
MPV,KMPV,Edward F Knapp State,US
MPW,UKCM,Mariupol,UA
MPX,AYIY,Miyanmin,PG
MPY,SOOA,Maripasoula,GF
MPZ,KMPZ,Municipal,US
MQA,YMDI,Mandora,AU
MQB,KMQB,Municipal,US
MQC,LFVM,Miquelon Airport,PM
MQD,SAVQ,Maquinchao,AR
MQE,YMQA,Marqua,AU
MQF,USCM,Magnitogorsk Airport,RU
MQG,FYMG,Midgard,NA
MQH,SWIQ,Municipal,BR
MQJ,UEMA,Moma,RU
MQK,SLTI,San Matias,BO
MQL,YMIA,Mildura Airport,AU
MQM,LTCR,Mardin Airport,TR
MQN,ENRA,Mo i Rana Airport,NO
MQO,AYMQ,Malam,PG
MQP,FAKN,Kruger Mpumalanga International Airport,ZA
MQQ,FTTD,Moundou,TD
MQS,TVSM,Mustique,VC
MQT,KSAW,Sawyer International Airport,US
MQU,SKQU,Mariquita,CO
MQV,DA14,Mostaganem,DZ
MQX,HAMK,Makale Airport,ET
MQY,KMQY,Smyrna,US
MQZ,YMGT,Margaret River,AU
MRA,HLMS,Misurata Airport,LY
MRB,KMRB,Eastern Wv Regional Airport/Shepherd Field,US
MRC,KMRC,Maury County,US
MRD,SVMD,A Carnevalli,VE
MRF,KMRF,Municipal,US
MRG,YMBA,Mareeba,AU
MRH,AYRV,May River,PG
MRI,PAMR,Merrill Field,US
MRJ,MHMA,Marcala,HN
MRK,KMKY,Marco Island,US
MRM,AYMA,Manare,PG
MRN,KMRN,Lenoir,US
MRO,NZMS,Masterton/Hood Aerodrome,NZ
MRP,YALA,Marla,AU
MRQ,RPUW,Marinduque,PH
MRR,SEMA,Macara,EC
MRS,LFML,Marseille Provence Airport,FR
MRU,FIMP,Sir Seewoosagur Ramgoolam International Airport,MU
MRV,URMM,Mineralnye Vody Airport,RU
MRW,EKMB,Maribo,DK
MRX,OIAM,Mahshahr Airport,IR
MRY,KMRY,Monterey Regional Airport,US
MRZ,YMOR,Moree Airport,AU
MSA,CZMD,Muskrat Dam,CA
MSC,KFFZ,Falcon Field,US
MSE,EGMH,Kent International,GB
MSF,YMNS,Mount Swan,AU
MSH,OOMA,Masirah,OM
MSJ,RJSM,Misawa,JP
MSL,KMSL,Northwest Alabama Regional Airport,US
MSM,FZCV,Masi Manimba,CD
MSN,KMSN,Dane County Regional Airport,US
MSO,KMSO,Missoula International Airport,US
MSP,KMSP,Minneapolis-St. Paul International Airport,US
MSQ,UMMS,Minsk National Airport,BY
MSR,LTCK,Mus Airport,TR
MSS,KMSS,Richards Field,US
MST,EHBK,Maastricht Aachen Airport,NL
MSU,FXMM,Moshoeshoe International Airport,LS
MSV,KMSV,Sullivan County International,US
MSW,HHMS,Massawa International,ER
MSX,FCMM,Mossendjo,CG
MSY,KMSY,Louis Armstrong New Orleans International Airport,US
MSZ,FNMO,Yuri Gagarin Airport,AO
MTA,NZMA,Matamata,NZ
MTB,SKML,Monte Libano,CO
MTC,KMTC,Selfridge ANGB,US
MTD,YMSF,Mt Sandford,AU
MTE,SNMA,Monte Alegre,BR
MTF,HAMT,Mizan Teferi,ET
MTG,SWVB,Mato Grosso,BR
MTH,KMTH,Florida Keys Marathon Airport,US
MTI,GVMT,Mosteiros,CV
MTJ,KMTJ,Montrose Regional Airport,US
MTK,NGMN,Makin Island,KI
MTL,YMND,Maitland,AU
MTM,PAMM,SPB,US
MTN,KMTN,Glenn L Martin,US
MTO,KMTO,Coles County Memorial,US
MTP,KMTP,Montauk Airport,US
MTQ,YMIT,Mitchell,AU
MTR,SKMR,Los Garzones Airport,CO
MTS,FDMS,Matsapha International,SZ
MTT,MMMT,Minatitlan Airport,MX
MTV,NVSA,Mota Lava,VU
MTW,KMTW,Municipal,US
MTX,MTF,Metro Field,US
MTY,MMMY,Gen Mariano Escobedo Airport,MX
MTZ,LLMZ,Masada,IL
MUA,AGGM,Munda Airport,SB
MUB,FBMN,Maun Airport,BW
MUC,EDDM,Franz Josef Strauss Airport,DE
MUD,FQMD,Mueda,MZ
MUE,PHMU,Kamuela,US
MUG,MMMG,Mulege,MX
MUH,HEMM,Mersa Matruh,EG
MUI,KMUI,Muir AAF,US
MUJ,HAMR,Mui,ET
MUK,NCMK,Mauke Island,CK
MUN,SVMT,Jose Tadeo Monagas International Airport,VE
MUO,KMUO,Mountain Home AFB,US
MUP,YMUP,Mulga Park,AU
MUQ,YMUC,Muccan,AU
MUR,WBGM,Marudi Airport,MY
MUS,RJAM,Marcus Island,JP
MUT,KMUT,Muscatine,US
MUW,DAOV,Mascara-Ghriss,DZ
MUX,OPMT,Multan Airport,PK
MUY,FCBM,Mouyondzi,CG
MUZ,HTMU,Musoma Airport,TZ
MVA,BIRL,Reykiahlid,IS
MVB,FOON,Franceville/Mvengue,GA
MVC,KMVC,Monroe - Walton County,US
MVD,SUMU,Carrasco International Airport,UY
MVE,KMVE,Montevideo-Chippewa,US
MVF,SBMS,Dixsept Rosado,BR
MVK,YMUK,Mulka,AU
MVL,KMVL,Morrisville-Stowe,US
MVO,FTTM,Mongo,TD
MVP,SKMU,Mitu,CO
MVQ,UMOO,Mogilev,BY
MVR,FKKL,Salam,CM
MVS,SNMU,Aeroporto Max Feffer,BR
MVT,NTGV,Mataiva,PF
MVU,YMGV,Musgrave,AU
MVV,LFHM,Megeve,FR
MVW,KBVS,Skagit Regional,US
MVX,FOGV,Minvoul,GA
MVY,KMVY,Martha's Vineyard Airport,US
MVZ,FVMV,Masvingo,ZW
MWA,KMWA,Williamson County Airport,US
MWB,YMRW,Morawa,AU
MWC,KMWC,Lawrence J Timmerman,US
MWD,OPMI,Mianwali,PK
MWE,HSMN,Merowe,SD
MWF,NVSN,Maewo,VU
MWG,AYMW,Marawaka,PG
MWH,KMWH,Grant County,US
MWI,AYRM,Maramuni,PG
MWJ,SYMR,Matthews Ridge,GY
MWK,WIOM,Matak,ID
MWL,KMWL,Mineral Wells Airport,US
MWN,HTMD,Mwadui,TZ
MWO,KMWO,Hook Field,US
MWQ,VYMW,Magwe,MM
MWT,YMWT,Moolawatana,AU
MWV,VDMK,Mundulkiri,KH
MWX,RKJB,Muan International Airport,KR
MWY,YMIR,Miranda Downs,AU
MWZ,HTMW,Mwanza Airport,TZ
MXA,KMXA,Municipal,US
MXB,WAAM,Masamba,ID
MXD,YMWX,Marion Downs,AU
MXE,KMEB,Maxton,US
MXF,KMXF,Maxwell AFB,US
MXH,AYMR,Moro Airport,PG
MXI,RPMQ,Imelda Romualdez Marcos,PH
MXJ,DNMN,Minna,NG
MXK,AYMI,Mindik,PG
MXL,MMML,Mexicali Airport,MX
MXM,FMSR,Morombe,MG
MXN,LFRU,Morlaix,FR
MXP,LIMC,Milano Malpensa Airport,IT
MXQ,SNCL,Lorenzo Airport,BR
MXS,NSMA,Maota Savaii Island,WS
MXT,FMMO,Maintirano,MG
MXU,YMWA,Mullewa,AU
MXV,ZMMN,Moron,MN
MXW,ZMMG,Mandalgobi,MN
MXX,ESKM,Mora Airport,SE
MXY,PAMX,Mccarthy,US
MXZ,ZGMX,Mei Xian Airport,CN
MYA,YMRY,Moruya Airport,AU
MYB,FOOY,Mayoumba,GA
MYC,SVBS,Maracay,VE
MYD,HKML,Malindi Airport,KE
MYE,RJTQ,Miyake Jima,JP
MYF,KMYF,Montgomery Field,US
MYG,MYMM,Mayaguana Airport,BS
MYI,YMAE,Murray Island,AU
MYJ,RJOM,Matsuyama Airport,JP
MYK,MYK,May Creek,US
MYL,KMYL,Mccall,US
MYM,SYMM,Monkey Mountain,GY
MYN,OYMB,Mareb,YE
MYP,UTAM,Mary Airport,TM
MYQ,VOMY,Mysore,IN
MYR,KMYR,Myrtle Beach International Airport,US
MYT,VYMK,Myitkyina Airport,MM
MYU,PAMY,Ellis Field,US
MYV,KMYV,Yuba County,US
MYW,HTMT,Mtwara Airport,TZ
MYX,AYMC,Menyamya,PG
MYY,WBGR,Miri Airport,MY
MYZ,FWMY,Monkey Bay,MW
MZA,SPMF,Mayor Pnp Nancy Flore Airport,PE
MZB,FQMP,Mocimboa Praia,MZ
MZC,FOOM,Mitzic,GA
MZG,RCQC,Magong Airport,TW
MZH,LTAP,Merzifon Airport,TR
MZI,GAMB,Mopti,ML
MZJ,KMZJ,Marana,US
MZK,NGMK,Marakei,KI
MZL,SKMZ,La Nubia Airport,CO
MZM,LFSF,Frescaty,FR
MZO,MUMZ,Sierra Maestra Airport,CU
MZP,NZMK,Motueka,NZ
MZQ,FAMU,Mkuze,ZA
MZR,OAMS,Mazar-I-Sharif Airport,AF
MZT,MMMZ,Mazatlan International Airport,MX
MZU,VEMZ,Muzaffarpur,IN
MZV,WBMU,Mulu Airport,MY
MZW,DAAY,Mechria,DZ
MZY,FAMO,Mossel Bay,ZA
MZZ,KMZZ,Marion,US
NAA,YNBR,Narrabri,AU
NAC,YNRC,Naracoorte,AU
NAE,DBBN,Natitingou,BJ
NAG,VANP,Dr. Babasaheb Ambedkar International Airport,IN
NAH,WAMH,Naha,ID
NAI,SYAN,Annai,GY
NAJ,UBBN,Nakhichevan Airport,AZ
NAK,VTUQ,Nakhon Ratchasima,TH
NAL,URMN,Nalchik Airport,RU
NAM,WAPR,Namlea,ID
NAN,NFFN,Nadi International Airport,FJ
NAO,ZUNC,Nanchong Airport,CN
NAP,LIRN,Naples International Airport,IT
NAQ,BGQQ,Qaanaaq Airport,GL
NAR,SKPN,Nare,CO
NAS,MYNN,Lynden Pindling International Airport,BS
NAT,SBSG,Sao Goncalo do Amarante-Governador Aluizio Alves Intl Airport,BR
NAU,NTGN,Napuka Island,PF
NAV,LTAZ,Nevsehir,TR
NAW,VTSC,Narathiwat Airport,TH
NAY,ZBNY,Beijing Nanyuan Airport,CN
NAZ,AGNA,Nana,SB
NBA,AYNY,Nambaiyufa,PG
NBB,SKBM,Barrancominas,CO
NBC,UWKE,Begishevo Airport,RU
NBE,DTNH,Enfidha - Hammamet International Airport,TN
NBG,KNBG,NAS/Alvin Callendar,US
NBH,YNHS,Nambucca Heads,AU
NBL,MPWN,San Blas,PA
NBN,FGAB,Annobón,GQ
NBO,HKJK,Jomo Kenyatta International Airport,KE
NBS,ZYBS,Changbaishan Airport,CN
NBW,MUGM,Guantanamo NAS,CU
NBX,WABI,Nabire,ID
NCA,MBNC,North Caicos,TC
NCE,LFMN,Cote D'Azur Airport,FR
NCG,MMCG,Nueva Casas Grandes,MX
NCH,HTNA,Nachingwea,TZ
NCI,SKNC,Necocli,CO
NCJ,SAFS,Sunchales,AR
NCL,EGNT,Newcastle International Airport,GB
NCN,PFCB,New Chenega,US
NCO,KOQU,NAS,US
NCR,MNSC,San Carlos,NI
NCS,FANC,Newcastle,ZA
NCT,MRNC,Guanacaste,CR
NCU,UTNN,Nukus Airport,UZ
NCY,LFLP,Annecy-Meythe,FR
NDA,WAPC,Bandanaira,ID
NDB,GQPP,Nouadhibou Airport,MR
NDC,VAND,Nanded,IN
NDD,FNSU,Sumbe,AO
NDE,HKMA,Mandera,KE
NDG,ZYQQ,Qiqihar Airport,CN
NDI,AYNJ,Namudi,PG
NDJ,FTTJ,Ndjamena Airport,TD
NDL,FEFN,Ndele,CF
NDM,HAMN,Mendi,ET
NDN,AYNC,Nadunumu,PG
NDR,GMMW,Nador International Airport,MA
NDS,YSAN,Sandstone,AU
NDU,FYRU,Rundu,NA
NDY,EGES,Sanday,GB
NEC,SAZO,Necochea,AR
NEF,UWUF,Neftekamsk,RU
NEG,MKNG,Negril,JM
NEJ,HANJ,Nejjo,ET
NEK,HANK,Nekemt,ET
NEL,KNEL,Naec,US
NEN,KNEN,Olf Usn,US
NER,UELL,Neryungri Airport,RU
NEU,VLSN,Sam Neua,LA
NEV,TKPN,Newcastle Airport,KN
NEW,KNEW,Lakefront Airport,US
NFG,USRN,Nefteyugansk,RU
NFL,KNFL,Fallon Naval Air Station (Van Voorhis Field),US
NFO,NFTO,Mata'aho,TO
NFR,HLNR,Nafoora,LY
NGA,YYNG,Young,AU
NGB,ZSNB,Ningbo Airport,CN
NGD,TUPA,Captain Auguste George,VG
NGE,FKKN,Ngaoundéré,CM
NGF,PHNG,Marine Corps Air Station Kaneohe Bay,US
NGI,NFNG,Ngau Island,FJ
NGK,UHSN,Nogliki Airport,RU
NGL,FANG,Ngala Airfield,ZA
NGO,RJGG,Chubu Centrair International Airport,JP
NGQ,ZUAL,Ngari Gunsa/Ali Kunsha,CN
NGS,RJFU,Nagasaki Airport,JP
NGU,KNGU,NAS Chambers,US
NGX,VNMA,Manang,NP
NHA,VVNT,Nha Trang,VN
NHD,OMDM,Minhad AB,AE
NHF,HSNW,New Halfa,SD
NHK,KNHK,Patuxent River NAS,US
NHS,OPNK,Nushki,PK
NHT,EGWU,Northolt,GB
NHV,NTMD,Nuku Hiva Airport,PF
NHX,KNBJ,Barin Olf Osn,US
NHZ,KBXM,NAS,US
NIA,GLNA,Nimba,LR
NIB,PAFS,Nikolai,US
NIC,LCNC,Nicosia International,CY
NIF,YCNF,Nifty Airport,AU
NIG,NGNU,Nikunau,KI
NIM,DRRN,Niamey Airport,NE
NIO,FZBI,Nioki,CD
NIP,KNIP,Jacksonville NAS,US
NIS,AYSE,Simberi,PG
NIT,LFBN,Niort,FR
NIU,NTKN,Niau,PF
NIX,GANR,Nioro,ML
NJA,RJTA,Atsugi NAS,JP
NJC,USNN,Nizhnevartovsk Airport,RU
NJF,ORNI,Al-Najaf International Airport,IQ
NJK,KNJK,El Centro NAF,US
NKB,YNKA,Noonkanbah,AU
NKC,GQNO,Nouakchott International Airport,MR
NKG,ZSNJ,Nanjing Lukou International Airport,CN
NKI,AK62,Naukiti,US
NKL,FZAR,Nkolo,CD
NKM,RJNA,Nagoya Airport,JP
NKN,AYNA,Nankina,PG
NKP,NTKU,Nakhon Phanom Airport,TH
NKS,FKAN,Nkongsamba,CM
NKT,LTCV,Shirnak,TR
NKU,FXNK,Nkaus,LS
NKX,KNKX,Miramar MS,US
NKY,FCBY,Nkayi,CG
NLA,FLSK,Simon Mwansa Kapwepwe International Airport,ZM
NLC,KNLC,Lemoore NAS (Reeves Field),US
NLD,MMNL,Quetzalcoatl International Airport,MX
NLE,3TR,Jerry Tyler Memorial,US
NLF,YDNI,Darnley Island,AU
NLG,PAOU,Nelson Lagoon,US
NLH,ZPNL,Ninglang Luguhu Airport,CN
NLI,UHNN,Nikolaevsk-na-Amure,RU
NLK,YSNF,Norfolk Island Airport,NF
NLL,YNUL,Nullagine,AU
NLN,O19,Kneeland,US
NLO,FZAB,N'dolo,CD
NLP,FANS,Nelspruit Airport,ZA
NLS,YNIC,Nicholson,AU
NLT,ZWNL,Nalati Airport,CN
NLU,MMSM,Santa Lucia,MX
NLV,UKON,Nikolaev (Mykolaiv),UA
NMA,UTFN,Namangan Airport,UZ
NMB,VADN,Daman,IN
NMC,MYEN,Norman's Cay,BS
NME,PAGT,Nightmute Airport,US
NMF,VRDA,Maafaru International Airport,MV
NML,CER4,Mildred Lake,CA
NMN,AYNO,Nomane,PG
NMP,YNMN,New Moon,AU
NMR,YNAP,Nappa Merry,AU
NMS,VYNS,Namsang,MM
NMT,VYNU,Namtu,MM
NNA,GMMY,NAF,MA
NNB,AGGT,Santa Ana Airport,SB
NNG,ZGNN,Nanning Airport,CN
NNI,FYNA,Namutoni,NA
NNK,5NK,Naknek,US
NNL,PANO,Nondalton,US
NNM,ULAM,Naryan-Mar Airport,RU
NNR,EICA,Connemara,IE
NNT,VTCN,Nan Airport,TH
NNU,SNNU,Nanuque,BR
NNX,WAQA,Nunukan Airport,ID
NNY,ZHNY,Nanyang Airport,CN
NOA,YSNW,Nowra,AU
